Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	Y:\MS-data\2025\Jesus\dox\A1_20250325224911.mzML	Y:\MS-data\2025\Jesus\dox\A2.mzML	Y:\MS-data\2025\Jesus\dox\A3.mzML	Y:\MS-data\2025\Jesus\dox\A4.mzML	Y:\MS-data\2025\Jesus\dox\A5.mzML	Y:\MS-data\2025\Jesus\dox\B1.mzML	Y:\MS-data\2025\Jesus\dox\B2.mzML	Y:\MS-data\2025\Jesus\dox\B3.mzML	Y:\MS-data\2025\Jesus\dox\B4.mzML	Y:\MS-data\2025\Jesus\dox\B5.mzML	Y:\MS-data\2025\Jesus\dox\C1.mzML	Y:\MS-data\2025\Jesus\dox\C2.mzML	Y:\MS-data\2025\Jesus\dox\C3.mzML	Y:\MS-data\2025\Jesus\dox\C4.mzML	Y:\MS-data\2025\Jesus\dox\C5.mzML	Y:\MS-data\2025\Jesus\dox\D1.mzML	Y:\MS-data\2025\Jesus\dox\D2.mzML	Y:\MS-data\2025\Jesus\dox\D3.mzML	Y:\MS-data\2025\Jesus\dox\D4.mzML	Y:\MS-data\2025\Jesus\dox\D5.mzML	Y:\MS-data\2025\Jesus\dox\E1.mzML	Y:\MS-data\2025\Jesus\dox\E2.mzML	Y:\MS-data\2025\Jesus\dox\E3.mzML	Y:\MS-data\2025\Jesus\dox\E5.mzML	Y:\MS-data\2025\Jesus\dox\F1_20250325184234.mzML	Y:\MS-data\2025\Jesus\dox\F2.mzML	Y:\MS-data\2025\Jesus\dox\F3.mzML	Y:\MS-data\2025\Jesus\dox\F4.mzML	Y:\MS-data\2025\Jesus\dox\F5.mzML	Y:\MS-data\2025\Jesus\dox\G1.mzML	Y:\MS-data\2025\Jesus\dox\G2.mzML	Y:\MS-data\2025\Jesus\dox\G3.mzML	Y:\MS-data\2025\Jesus\dox\G4.mzML	Y:\MS-data\2025\Jesus\dox\G5.mzML	Y:\MS-data\2025\Jesus\dox\H1.mzML	Y:\MS-data\2025\Jesus\dox\H2.mzML	Y:\MS-data\2025\Jesus\dox\H3.mzML	Y:\MS-data\2025\Jesus\dox\H4.mzML	Y:\MS-data\2025\Jesus\dox\H5.mzML
Q99538	LGMN_HUMAN	LGMN	Legumain	4	4	1.64009e+06	1.34046e+06	1.92654e+06	1.57194e+06	1.42767e+06	1.41645e+06	1.84146e+06	1.60592e+06	1.82759e+06	1.95942e+06	1.61317e+06	1.94476e+06	1.57503e+06		1.684e+06	1.39125e+06	1.64001e+06	1.83904e+06	1.71309e+06	1.25693e+06	1.29847e+06	1.67819e+06	1.55426e+06	1.29703e+06	1.75085e+06	1.93476e+06	2.07032e+06		1.69958e+06	1.67457e+06	1.79613e+06	1.6103e+06	1.58345e+06	1.64251e+06	1.88181e+06	1.40781e+06	1.91224e+06	1.25103e+06	1.4968e+06
Q99543	DNJC2_HUMAN	DNAJC2	DnaJ homolog subfamily C member 2	20	20	876507	784996	904559	1.15117e+06	660821	721034	697226	715447	826768	827995	679366	857984	722125		752878	726837	629897	589251	734038	592404	450451	478000	538235	512521	447781	458694	420399	821727	383453	494912	446752	436441	417499	455035	494394	460998	477780	616128	539914
Q99547	MPH6_HUMAN	MPHOSPH6	M-phase phosphoprotein 6	6	6	2.15322e+06	2.18433e+06	2.13656e+06	2.69154e+06	1.31547e+06	1.78576e+06	1.92311e+06	1.64543e+06	1.6912e+06	1.95296e+06	2.23004e+06	2.02833e+06	1.79161e+06		1.33343e+06	1.46814e+06	1.78095e+06	1.16088e+06	1.356e+06	1.23936e+06	1.44955e+06	1.64133e+06	1.91912e+06	1.75523e+06	1.64085e+06	1.70429e+06	1.06061e+06		1.14557e+06	1.56688e+06	1.3187e+06	1.78513e+06	1.42654e+06	1.05796e+06	1.6333e+06	1.28941e+06	1.56237e+06	1.26366e+06	1.92907e+06
Q99549	MPP8_HUMAN	MPHOSPH8	M-phase phosphoprotein 8	14	14	658767	640469	748796	633664	625945	472356	557996	531842	671076	653537	634995	716166	673714		540651	590274	513221	516651	715108	525690	498896	496765	455206	409140	445761	477404	422140		271558	453977	410142	452548	480782	312767	475434	395132	436276	409066	492700
Q99567	NUP88_HUMAN	NUP88	Nuclear pore complex protein Nup88	19	19	1.39004e+06	1.29856e+06	1.40339e+06	1.70413e+06	1.0993e+06	1.10815e+06	1.11386e+06	1.03451e+06	1.26415e+06	1.25192e+06	1.10907e+06	1.33308e+06	1.09991e+06		1.11738e+06	1.04561e+06	980796	1.02126e+06	1.04702e+06	905872	856222	850323	818290	789122	805272	841238	713158	702609	435040	720408	759661	771068	824135	696106	818572	742911	811040	831104	916385
Q99569	PKP4_HUMAN	PKP4	Plakophilin-4	26	26	1.27339e+06	1.4778e+06	956702	1.26272e+06	1.67059e+06	1.70235e+06	1.5917e+06	1.58435e+06	1.61938e+06	1.33748e+06	1.69439e+06	1.71745e+06	1.73894e+06		1.60697e+06	1.79111e+06	1.6149e+06	1.48072e+06	1.76433e+06	1.72648e+06	2.18532e+06	1.97789e+06	2.17621e+06	2.37732e+06	1.98008e+06	1.96862e+06	1.89874e+06	3.73278e+06	1.56413e+06	1.77126e+06	2.04266e+06	2.05293e+06	2.20482e+06	2.14784e+06	2.33678e+06	1.61695e+06	2.17967e+06	2.52553e+06	2.09671e+06
Q99570	PI3R4_HUMAN	PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4	30	30	795761	760458	739335	844605	756828	793468	759814	715891	725537	723153	797106	829936	850979	750116	776238	797983	803866	771513	768994	763385	743848	809498	799251	675278	696705	823368	771347	798018	703450	822133	713381	718049	774562	761038	754918	767606	847022	902570	834285
Q99574	NEUS_HUMAN	SERPINI1	Neuroserpin	5	5	127027	161138	90091.5	178513	298469	212068	295978	241139	139674	73192.8	351737	144386	242767		160697	258297	350289	319219	254787	334954	126744	60893.7	128672	80486.8	74736.6	63925.8	63628.5		115225	90697.4	87659.7	77082.9	124409	125535	74284.9	85192.2	116227	209096	51661
Q99575	POP1_HUMAN	POP1	Ribonucleases P/MRP protein subunit POP1	26	26	922370	921315	859602	1.19348e+06	965889	1.00461e+06	1.03954e+06	796580	931157	961391	925329	1.01102e+06	926122	1.07661e+06	870218	911821	981246	867156	1.07323e+06	950091	942532	974292	890396	977098	1.01063e+06	869316	963545	884017	758389	855209	823958	835306	1.02842e+06	846518	922493	910951	945972	749533	974372
Q99576	T22D3_HUMAN	TSC22D3	TSC22 domain family protein 3	3	3	141326	342341	161484	206831	281324	327081	266195	377525	404615	451015	389244	412178	452013		260941	443352	410441	337407	410237	532560	321259	272577	335587	549160	326893	193469	469919	1.13019e+06	628618	278137	268698	358951	366128	304464	233872	412755	450096	421764	361903
Q99578	RIT2_HUMAN	RIT2	GTP-binding protein Rit2	2	2					21422.1		34782	33668.1	31658.9		26171		33388		29207.4	34886.1	18409.4	38050.1	46773.2	56904.4										21508									39999.1
Q99583	MNT_HUMAN	MNT	Max-binding protein MNT	3	3	53798.4	70749.7	42128.3	55385.1	50995.3	60027.4	45338.6	62508	65748.4	50459.5	72040.7	71226.3	64341		58922.5	53431.2	54420.2	36766.4	46744.2	52984.3	38260.7	58848.1	53648		62790.6	39717.3	70702.6	98225.8	39864	43419.4	53652	47465.5	37602.3	29172.5	38458.3	54573.5	46995.2	32524.6	36973.5
Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	6	6	5.07314e+06	5.40656e+06	4.82799e+06	7.03464e+06	5.81892e+06	5.57764e+06	5.14242e+06	5.55145e+06	5.1085e+06	5.18656e+06	4.74507e+06	6.04067e+06	4.99467e+06	5.52326e+06	4.83248e+06	4.9677e+06	4.74033e+06	4.421e+06	6.37315e+06	5.96698e+06	6.4865e+06	5.50595e+06	5.73504e+06	6.3468e+06	5.70033e+06	6.15133e+06	7.02682e+06	2.71866e+07	8.66308e+06	5.37454e+06	5.0374e+06	4.78967e+06	6.17266e+06	5.78661e+06	5.74636e+06	5.77808e+06	6.51067e+06	7.09851e+06	6.16709e+06
Q99590	SCAFB_HUMAN	SCAF11	Protein SCAF11	19	19	2.03712e+06	1.59549e+06	2.19433e+06	2.67503e+06	1.19435e+06	1.47815e+06	1.36189e+06	1.15868e+06	1.60637e+06	2.08053e+06	1.25462e+06	1.74894e+06	1.47283e+06		1.40895e+06	1.27647e+06	1.10743e+06	1.16917e+06	1.25931e+06	916520	897073	811167	780632	654539	769210	647063	762140			688482	649851	660099	688282	481940	760436	640197	623658	466686	823283
Q99592	ZBT18_HUMAN	ZBTB18	Zinc finger and BTB domain-containing protein 18	2	2	31077.7	43203.7	33253.4		20750	41966.6	29562.1	22614.4	39456.5	21929.8	13195.3	37716.4	20573.1		33676.5	33872.4	29001.5	31748.8	18643.3		18789	24776.5		28039.8			22730.7												
Q99595	TI17A_HUMAN	TIMM17A	Mitochondrial import inner membrane translocase subunit Tim17-A	2	2	15553.3	9748.96	14439.5		7833.65	12812.8	10171.7	9571.14	7536.44	10293.5	8177.78	9868.17	11262.7		8923.04	16392.6	12943	12038.1	14337.1	5467.44	11386.9	14545.4	8916.53		9882.27	10950.6	13425.4		8405.47	13923.1	14887.7	14796.6	13025	8308.38	12353.1	10294.2	17859.1	22445.4	11328.5
Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X	13	13	7.18411e+06	7.1888e+06	7.84504e+06	5.45206e+06	6.2915e+06	6.66566e+06	7.11084e+06	5.87199e+06	6.47794e+06	6.54303e+06	8.03308e+06	7.01731e+06	7.00308e+06	4.25936e+06	6.79008e+06	6.79507e+06	6.26725e+06	6.93182e+06	5.65091e+06	6.48268e+06	4.0436e+06	3.94249e+06	4.43902e+06	4.0024e+06	3.41784e+06	3.63722e+06	3.31957e+06	4.15874e+06	3.15142e+06	3.88758e+06	3.71151e+06	4.36663e+06	3.45145e+06	3.81784e+06	3.4729e+06	3.727e+06	3.46324e+06	4.86089e+06	3.03947e+06
Q99608	NECD_HUMAN	NDN	Necdin	12	12	937464	957100	768359	912138	1.24231e+06	1.2045e+06	1.36203e+06	1.08614e+06	1.26027e+06	686714	1.4695e+06	1.03176e+06	1.2192e+06	1.02857e+06	1.05115e+06	1.42133e+06	1.50758e+06	1.45732e+06	1.20967e+06	1.46985e+06	1.31654e+06	1.27495e+06	1.24857e+06	1.18673e+06	1.10505e+06	1.15714e+06	1.36346e+06	1.2778e+06	1.27763e+06	1.37599e+06	1.28129e+06	1.31913e+06	1.47333e+06	1.46551e+06	1.15856e+06	1.28707e+06	1.22722e+06	1.53176e+06	1.08785e+06
Q99611	SPS2_HUMAN	SEPHS2	Selenide, water dikinase 2	4	4	594551	217925	320775	289030	355094	540747	450387	264682	311779	359489	396035	372025	386005		492560	466526	505909	452036	210989	377611	392999	427481	318201	345690	392632	418998	490345		453723	339378	375661	377638	374446	399058	500512	304371	548913	365865	287753
Q99613	EIF3C_HUMAN	EIF3C	Eukaryotic translation initiation factor 3 subunit C	38	2	9.76121e+06	1.01942e+07	8.89439e+06	1.14834e+07	8.48864e+06	8.99881e+06	9.19428e+06	8.89224e+06	8.85134e+06	9.7796e+06	9.13021e+06	1.00438e+07	9.06711e+06	7.93276e+06	8.51837e+06	8.88315e+06	8.05835e+06	8.28867e+06	9.85759e+06	8.64603e+06	8.85497e+06	8.84477e+06	9.43942e+06	9.04126e+06	8.6778e+06	8.44556e+06	8.32821e+06	6.86119e+06	8.02357e+06	8.46589e+06	8.22151e+06	8.39547e+06	9.30585e+06	7.98069e+06	8.81721e+06	8.76634e+06	8.75393e+06	8.67386e+06	9.06983e+06
Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1	17	17	2.28127e+06	2.49238e+06	2.13102e+06	2.5928e+06	1.96867e+06	2.29032e+06	2.44716e+06	1.58781e+06	1.86276e+06	2.46531e+06	2.56417e+06	2.64797e+06	1.88445e+06	2.97422e+06	2.03592e+06	2.74697e+06	2.35582e+06	2.46882e+06	2.01943e+06	2.76796e+06	2.50535e+06	2.33793e+06	2.41478e+06	2.9243e+06	2.63316e+06	2.43571e+06	2.63514e+06	4.94665e+06	3.45719e+06	2.85422e+06	2.49223e+06	2.35562e+06	2.60033e+06	2.9058e+06	2.74614e+06	2.85328e+06	3.11529e+06	3.60062e+06	3.07041e+06
Q99615	DNJC7_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7	30	30	4.61136e+06	4.25392e+06	4.75418e+06	5.11477e+06	4.19172e+06	4.06168e+06	4.41916e+06	4.428e+06	4.53879e+06	4.75149e+06	4.54842e+06	4.92137e+06	4.3605e+06	4.26506e+06	4.08847e+06	4.5944e+06	4.23301e+06	4.17434e+06	4.93021e+06	4.5163e+06	4.11736e+06	4.14821e+06	4.08266e+06	4.26979e+06	4.22271e+06	4.2716e+06	3.96957e+06	4.27582e+06	4.07058e+06	4.00358e+06	3.95447e+06	4.00176e+06	4.23179e+06	3.71e+06	4.36738e+06	3.97692e+06	4.14105e+06	4.53236e+06	4.10365e+06
Q99618	CDCA3_HUMAN	CDCA3	Cell division cycle-associated protein 3	3	3	170457		255123	337002	72537.6	251644	285986		209766	296725	151296	257489	244544		180765	146989		134145	250256	126296						150322													
Q99622	C10_HUMAN	C12orf57	Protein C10	3	3	335659	264098	286099	344448	305846	391497	274882	245740	254834	312638	279430	430215	293963	622274	224442	315443	284187	196415	243826	300139	328669	325968	323806	311442	250802	290362	222047	300686	222390	313867	307484	273972	253703	162219	267908	309274	324016	302508	255637
Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	21	21	4.5545e+07	4.11596e+07	4.36597e+07	5.99625e+07	4.75907e+07	4.23615e+07	4.53366e+07	3.97063e+07	4.12631e+07	4.7423e+07	4.26204e+07	4.42051e+07	4.23775e+07	8.53454e+07	4.46541e+07	3.82158e+07	3.97419e+07	4.34533e+07	4.06362e+07	3.654e+07	4.92671e+07	5.2002e+07	5.01834e+07	4.59404e+07	5.29822e+07	5.32173e+07	5.66601e+07	8.36984e+07	4.7577e+07	5.32125e+07	5.29855e+07	4.94528e+07	6.0529e+07	5.59166e+07	5.16946e+07	5.61553e+07	5.35787e+07	1.00804e+08	5.47562e+07
Q99627	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8	6	6	2.34754e+06	2.47426e+06	2.55146e+06	2.18198e+06	2.5095e+06	2.45738e+06	2.8599e+06	2.83284e+06	2.86816e+06	3.11282e+06	2.37205e+06	2.66244e+06	2.76019e+06	2.86652e+06	2.68105e+06	2.69283e+06	2.86895e+06	2.89291e+06	2.84077e+06	3.13888e+06	2.93638e+06	3.40792e+06	3.59053e+06	3.67139e+06	3.10382e+06	2.66235e+06	3.63149e+06	6.50969e+06	3.75262e+06	2.53702e+06	2.72578e+06	2.87582e+06	3.24409e+06	3.60577e+06	2.36318e+06	3.00048e+06	3.04291e+06	3.18507e+06	3.09147e+06
Q99633	PRP18_HUMAN	PRPF18	Pre-mRNA-splicing factor 18	9	9	395232	412052	353529	439477	438561	425468	422421	442362	477705	404991	456666	379766	379712		391187	474114	480654	385665	468088	476847	392123	407734	492310	442277	400152	365353	393658		333094	319911	334911	384631	392787	413405	399564	310882	397211	372166	377900
Q99638	RAD9A_HUMAN	RAD9A	Cell cycle checkpoint control protein RAD9A	2	2	123778	118754	73874.6		72271.5	88201	74543.7	70470	102752	74862.8	87298.5	81032.6	78769		90118.9	89701.9	54260.7	69761.2	80779.3	64818.7	43645.1	72808.8	40657.8	55098.2	35813.5	49114.3	40418.3		66452.8	61084.2	38327.9	43050.9	48751.1	32879.7	51638.4	30550.2	48088.7	69001.1	73725.7
Q99643	C560_HUMAN	SDHC	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	2	2	2.90016e+06	2.58332e+06	3.6546e+06	2.37072e+06	1.74735e+06	2.36338e+06	2.59427e+06	2.85926e+06	3.02445e+06	2.31848e+06	2.38943e+06	2.9855e+06	2.98035e+06		2.15564e+06	2.13669e+06	2.2384e+06	1.90702e+06	2.10912e+06	2.21224e+06	1.75997e+06	1.83214e+06	1.91076e+06	1.49693e+06	1.32369e+06	1.73603e+06	1.28066e+06		1.38757e+06	1.65815e+06	2.15183e+06	1.72804e+06	1.75239e+06	1.68754e+06	1.48295e+06	1.43454e+06	1.63864e+06	1.35006e+06	1.5158e+06
Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1	8	8	2.83677e+06	3.59455e+06	2.67218e+06	4.45403e+06	2.79029e+06	3.20124e+06	3.1346e+06	2.46506e+06	2.63455e+06	2.56969e+06	3.4178e+06	3.0106e+06	2.74257e+06	5.44721e+06	2.73046e+06	3.48284e+06	2.82314e+06	2.96724e+06	3.30105e+06	3.58743e+06	4.60438e+06	4.05983e+06	4.3136e+06	4.44544e+06	3.94738e+06	3.90185e+06	4.13996e+06	1.00397e+07	4.50533e+06	4.11493e+06	3.21634e+06	4.08374e+06	4.41744e+06	4.26049e+06	4.11578e+06	4.02133e+06	4.51276e+06	6.71612e+06	3.94975e+06
Q99661	KIF2C_HUMAN	KIF2C	Kinesin-like protein KIF2C	12	11	1.0125e+06	762518	1.06732e+06	870331	407153	561814	607448	467387	664065	1.01981e+06	555704	969120	539002		357018	570293	540254	550984	747777	410977	288121	280234									222384								397706
Q99666	RGPD5_HUMAN	RGPD6	RANBP2-like and GRIP domain-containing protein 5/6	1	1	9368.52	5325.42	8425.35	5744.63	4136.14	5692.73	5231.33	3782.62	2925.14	3853.95	5947.79	6933.2	7325.61		10126.2	4798.61	4527.02	3657.72	3418.33	5570.64				13791.1						7335.18		7360.07			4250.68		3667.76		3409.98
Q99674	CGRE1_HUMAN	CGREF1	Cell growth regulator with EF hand domain protein 1	7	7	132847	155848	100663	160115	260046	190463	262640	194170	120872	188439	238075	156779	179015		173032	276344	258571	276610	263505	271817	441649	393730	383162	268941	399036	429015	436875	419858	447193	437022	419796	469605	358629	428760	440399	469666	537133	572608	432031
Q99689	FEZ1_HUMAN	FEZ1	Fasciculation and elongation protein zeta-1	9	9	1.47396e+06	1.98698e+06	978736	1.64209e+06	2.17311e+06	1.88996e+06	1.88088e+06	1.50546e+06	1.76906e+06	1.00598e+06	1.96446e+06	1.603e+06	1.84281e+06		1.88532e+06	1.97832e+06	1.92518e+06	2.16792e+06	1.52906e+06	1.95412e+06	1.67474e+06	1.53769e+06	1.53058e+06	1.85799e+06	1.84531e+06	1.70074e+06	1.89435e+06	3.82138e+06	2.2286e+06	1.60331e+06	1.69749e+06	1.36979e+06	1.58356e+06	1.64116e+06	1.71954e+06	1.77958e+06	2.08758e+06	2.18664e+06	1.65715e+06
Q99698	LYST_HUMAN	LYST	Lysosomal-trafficking regulator	34	34	2.30365e+06	2.47689e+06	1.63969e+06	1.92864e+06	2.92217e+06	2.93936e+06	2.78585e+06	2.64844e+06	2.51376e+06	2.11723e+06	3.29867e+06	2.55827e+06	3.03098e+06		2.98126e+06	3.36572e+06	3.35952e+06	3.54113e+06	3.34148e+06	3.30248e+06	4.61637e+06	4.70865e+06	4.87852e+06	4.21826e+06	3.83952e+06	4.54451e+06	4.15568e+06	3.37663e+06	2.59351e+06	4.29334e+06	3.93357e+06	4.11007e+06	4.87145e+06	4.28542e+06	4.55231e+06	4.42389e+06	4.9502e+06	3.97908e+06	3.7778e+06
Q99700	ATX2_HUMAN	ATXN2	Ataxin-2	33	33	2.91824e+06	3.30859e+06	2.65514e+06	2.58334e+06	2.97624e+06	3.1375e+06	3.02639e+06	3.14413e+06	3.12018e+06	2.82405e+06	3.10083e+06	3.34432e+06	3.38098e+06	2.31079e+06	3.0803e+06	3.17331e+06	2.93577e+06	3.00104e+06	3.21585e+06	2.81672e+06	2.9971e+06	3.00318e+06	2.8673e+06	2.697e+06	2.85265e+06	2.79483e+06	2.60153e+06	1.54618e+06	2.15062e+06	2.82193e+06	2.80063e+06	2.77099e+06	2.85392e+06	2.48774e+06	2.76753e+06	2.71996e+06	2.8281e+06	2.56603e+06	2.48969e+06
Q99704	DOK1_HUMAN	DOK1	Docking protein 1	2	2	18806		17031.1	16144.3	6496.54	5137.21	8109.92	9811.07	9391.58	9023.57	12307.3	10222.4	5011.3		8585.21	6786.26	6762.87	5561.26				4057.57				8445.43				5035.66		5089.3							
Q99707	METH_HUMAN	MTR	Methionine synthase	35	35	1.75107e+06	1.54874e+06	1.54202e+06	1.68213e+06	1.54386e+06	1.63622e+06	1.61033e+06	1.45252e+06	1.7084e+06	1.62142e+06	1.49753e+06	1.81246e+06	1.46327e+06	1.46678e+06	1.43973e+06	1.59002e+06	1.61404e+06	1.48447e+06	1.59856e+06	1.48963e+06	1.56805e+06	1.50183e+06	1.50209e+06	1.3741e+06	1.48169e+06	1.45257e+06	1.47999e+06	1.76483e+06	1.31907e+06	1.34834e+06	1.39039e+06	1.14174e+06	1.32527e+06	1.41248e+06	1.31235e+06	1.37474e+06	1.35616e+06	1.47888e+06	1.35107e+06
Q99714	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	14	14	1.65093e+07	1.82342e+07	1.40403e+07	1.66684e+07	1.54051e+07	1.65003e+07	1.60991e+07	1.4974e+07	1.71067e+07	1.46657e+07	1.65421e+07	1.5191e+07	1.56047e+07	2.59531e+07	1.61402e+07	1.72945e+07	1.68606e+07	1.52764e+07	1.5971e+07	1.92243e+07	1.67336e+07	1.53246e+07	1.43966e+07	1.66172e+07	1.4966e+07	1.49939e+07	1.36898e+07	1.57001e+07	1.83454e+07	1.52082e+07	1.35883e+07	1.36198e+07	1.60808e+07	1.52198e+07	1.47514e+07	1.57927e+07	1.6285e+07	2.0421e+07	1.62852e+07
Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	5	5	54000.4		60032.9	40819.7			28132.3		33461.7	33620.4		54001.2	30814.1		27635.3																								
Q99717	SMAD5_HUMAN	SMAD5	Mothers against decapentaplegic homolog 5	11	5	2.06953e+06	1.92887e+06	2.22774e+06	2.56713e+06	1.979e+06	1.97313e+06	2.07494e+06	1.96865e+06	2.20836e+06	2.13057e+06	2.09116e+06	2.41448e+06	2.01975e+06	3.55564e+06	2.19062e+06	1.79302e+06	1.94479e+06	1.86118e+06	1.71025e+06	1.54019e+06	2.13497e+06	2.15062e+06	1.75575e+06	1.85016e+06	2.01531e+06	1.98209e+06	1.68526e+06	2.45023e+06	1.93438e+06	1.87675e+06	1.73226e+06	1.8167e+06	1.81664e+06	1.27478e+06	2.02067e+06	1.72638e+06	2.07458e+06	1.57592e+06	2.17893e+06
Q99719	SEPT5_HUMAN	SEPTIN5	Septin-5	20	18	1.65781e+07	2.34047e+07	9.88274e+06	1.14293e+07	2.73806e+07	2.39711e+07	2.42628e+07	2.74358e+07	2.29376e+07	1.87675e+07	2.61149e+07	2.13067e+07	2.5803e+07	2.92013e+07	2.48873e+07	2.57073e+07	2.65368e+07	2.51077e+07	2.80289e+07	2.89503e+07	3.49184e+07	3.7008e+07	3.48258e+07	3.73999e+07	3.2444e+07	3.51476e+07	3.35187e+07	6.11769e+07	3.91175e+07	3.37042e+07	3.35169e+07	3.43629e+07	4.00452e+07	3.24005e+07	3.33737e+07	3.45222e+07	3.32418e+07	3.25831e+07	3.17275e+07
Q99720	SGMR1_HUMAN	SIGMAR1	Sigma non-opioid intracellular receptor 1	2	2	3.89423e+06	3.59304e+06	2.87046e+06	4.97151e+06	3.04154e+06	3.22946e+06	3.39554e+06	2.50478e+06	2.95875e+06	3.41922e+06	2.79468e+06	3.11563e+06	2.89946e+06		2.95883e+06	3.25248e+06	2.97952e+06	2.49905e+06	2.93948e+06	3.29129e+06	2.66183e+06	2.26968e+06	2.74908e+06	2.81533e+06	2.18737e+06	2.40559e+06	2.24376e+06	2.72765e+06	2.62319e+06	2.29388e+06	2.45306e+06	2.12942e+06	2.22181e+06	2.49425e+06	2.34355e+06	2.55095e+06	2.6522e+06	3.77639e+06	2.88832e+06
Q99726	ZNT3_HUMAN	SLC30A3	Probable proton-coupled zinc antiporter SLC30A3	1	1	25355.1	57060.3	28312.3	106791	30914.1	52279.8	11600.5		36452.7	7425.88		16004.8	27665.1		20102.1	37736.1	20275	30555.8	15243.6	32675.8																			
Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	9	9	1.12842e+07	1.36924e+07	1.1341e+07	1.38436e+07	1.27891e+07	1.24964e+07	1.36729e+07	1.21492e+07	1.46944e+07	1.42176e+07	1.28439e+07	1.29903e+07	1.16661e+07	1.49621e+07	1.3957e+07	1.10083e+07	1.15322e+07	1.22271e+07	1.43712e+07	1.10172e+07	1.28914e+07	1.51738e+07	1.26756e+07	1.68343e+07	1.42571e+07	1.30574e+07	1.34625e+07	1.23906e+07	1.17884e+07	1.24985e+07	1.27705e+07	1.29572e+07	1.54863e+07	1.16087e+07	1.198e+07	1.24871e+07	1.25598e+07	1.35111e+07	1.15303e+07
Q99732	LITAF_HUMAN	LITAF	Lipopolysaccharide-induced tumor necrosis factor-alpha factor	2	2	1.26959e+06	1.01173e+06	1.37729e+06	1.21001e+06	908298	229016		562792	695063	1.03021e+06		881534	644679		648778	822010	425550	602174	624350	646761							190121							229579					537236
Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4	10	9	5.58861e+07	6.03603e+07	4.79462e+07	5.44383e+07	5.16445e+07	4.83712e+07	5.4085e+07	4.97318e+07	5.24928e+07	5.28029e+07	5.39815e+07	5.77757e+07	5.57692e+07	7.9317e+07	5.18369e+07	5.3152e+07	4.96136e+07	4.92203e+07	5.65492e+07	5.3661e+07	5.24817e+07	5.27557e+07	5.05595e+07	5.43846e+07	4.49954e+07	4.76302e+07	4.25545e+07	7.74339e+07	4.31895e+07	4.59437e+07	4.45697e+07	4.7722e+07	4.65781e+07	3.97436e+07	4.82042e+07	4.17238e+07	4.64908e+07	4.64243e+07	5.10833e+07
Q99735	MGST2_HUMAN	MGST2	Microsomal glutathione S-transferase 2	1	1	845865	662086	1.15434e+06	1.40302e+06	507272	447704	463144	473110	690755	883067	390361	844722	518801		610737	381944	228946	270013	321539	334558	245771	218209	156346	219009	168577	171588	195400	325629	159418	102659	205127	179204	184575	206863	118933	136432	182612	408920	224065
Q99747	SNAG_HUMAN	NAPG	Gamma-soluble NSF attachment protein	17	17	4.44126e+06	5.50999e+06	4.09831e+06	5.52414e+06	6.97006e+06	6.29942e+06	7.37226e+06	6.21414e+06	6.12602e+06	5.29792e+06	6.23508e+06	5.77015e+06	6.66989e+06	6.4174e+06	6.2576e+06	6.71457e+06	7.35067e+06	7.86678e+06	6.41546e+06	6.9071e+06	8.54395e+06	9.03175e+06	8.88226e+06	8.59454e+06	7.84962e+06	7.89389e+06	8.39831e+06	1.97762e+07	8.7591e+06	8.55555e+06	8.66223e+06	8.09807e+06	9.41004e+06	9.22136e+06	8.25762e+06	8.60318e+06	9.14081e+06	1.29354e+07	8.44564e+06
Q99755	PI51A_HUMAN	PIP5K1A	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	11	5	1.50744e+06	1.46835e+06	1.4094e+06	1.48308e+06	1.31047e+06	1.47806e+06	1.49253e+06	1.17304e+06	1.42616e+06	1.46044e+06	1.34506e+06	1.66254e+06	1.47216e+06		1.28488e+06	1.33902e+06	1.29911e+06	1.37388e+06	1.27699e+06	1.16912e+06	621619	549700	635119	624052	553141	679419	538424	818426	443392	556576	583978	603306	568817	444152	501453	536664	572908	577383	620684
